EPISODE_ID,EVENT_ID,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME
136758,822266,EF2,0.6,178,,,,
136758,822278,EF0,0.3,40,,,,
136758,822279,EF0,0.24,360,GID,NE,47,DAWSON
135316,813789,EF3,5.64,350,SHV,TX,401,RUSK
137021,830455,EF2,8.8,400,,,,
137355,828177,EF1,9.79,440,,,,
137806,828030,EF1,6.14,1200,SGF,MO,11,BARTON
137027,830433,EF1,4.1,50,,,,
138039,829535,EF1,18.67,700,,,,
138304,831550,EF0,1,10,,,,
137027,830392,EF0,0.75,100,,,,
137027,830434,EF0,0.3,20,,,,
137027,830437,EF1,1.4,30,,,,
137027,830450,EFU,0.5,20,,,,
135544,813138,EF0,0.65,80,LZK,AR,119,PULASKI
135316,811397,EF3,18.27,880,SHV,TX,347,NACOGDOCHES
137021,830748,EFU,2,100,,,,
135392,832957,EF2,0.55,200,,,,
137018,829285,EF1,6.8,150,,,,
137018,829277,EF0,0.75,30,,,,
137021,830454,EF2,3.7,300,,,,
137021,830732,EF1,2.1,60,,,,
136788,822689,EF0,2.3,50,,,,
137021,830755,EFU,2,50,,,,
136677,843568,EF0,1.79,40,,,,
137021,830727,EFU,0.5,40,,,,
137019,829292,EFU,1.33,200,,,,
135544,813139,EF0,2.75,80,,,,
135544,813140,EF0,0.66,50,,,,
135738,815573,EF1,15.56,900,SHV,LA,31,DE,SOTO
137355,827981,EF1,5.87,800,,,,
136978,828080,EF1,7.88,300,,,,
137030,830376,EF1,1,50,,,,
137032,829981,EF2,4,1500,,,,
137035,830375,EF0,0.7,30,,,,
135738,816594,EF0,8.77,700,,,,
137164,831115,EF0,0.25,50,,,,
135316,813797,EF2,0.8,400,,,,
143415,865108,EF1,19.4,880,,,,
137612,826860,EF0,0.62,75,,,,
137027,831185,EF1,5.2,100,,,,
137026,829946,EF0,0.2,25,,,,
137026,829947,EF0,0.4,50,,,,
137035,830371,EF0,0.5,30,,,,
137035,830374,EF0,0.2,30,,,,
136408,818711,EF0,1.11,30,,,,
135316,813790,EF3,5.06,305,,,,
137032,842620,EFU,0.5,75,,,,
137355,827982,EF0,7.88,200,,,,
137355,828191,EF1,0.09,250,,,,
137355,828195,EF3,4.03,880,SGF,MO,11,BARTON
143936,863993,EF0,0.84,7,,,,
137021,830756,EFU,0.5,30,,,,
137027,830875,EF0,0.1,20,,,,
137032,829983,EFU,0.5,50,,,,
137032,829986,EF1,2,150,,,,
137035,830764,EFU,0.3,30,,,,
137026,829951,EF0,0.5,50,,,,
136758,822283,EF1,0.1,92,,,,
137045,822623,EF0,0.2,25,,,,
136408,818695,EF1,3.52,50,,,,
136408,818719,EF0,1.23,30,,,,
136740,820336,EF2,2.8,400,,,,
136056,831453,EFU,0.5,25,,,,
137026,829950,EF2,0.5,60,,,,
138233,830798,EF4,12.41,1760,,,,
137027,830440,EF2,2.6,150,,,,
137027,830391,EF1,3,250,OUN,OK,27,CLEVELAND
137027,830448,EF0,0.1,25,OUN,OK,81,LINCOLN
137027,830449,EF0,2.2,30,,,,
136758,822247,EF0,0.1,20,,,,
136758,822259,EF0,0.1,50,,,,
136758,822254,EF0,0.5,315,,,,
137045,822624,EF1,5.51,250,,,,
137045,822625,EF0,0.1,50,,,,
136677,820013,EF0,2.52,40,AMA,TX,295,LIPSCOMB
135544,813141,EF0,4.49,100,,,,
135316,813798,EF2,2.5,400,,,,
141869,851684,EF0,1.42,50,,,,
138266,831669,EF1,5.39,30,,,,
137027,830819,EF1,6,70,,,,
137027,830865,EF1,3,100,,,,
135738,815576,EF1,1.04,100,,,,
136408,818686,EFU,1.23,30,,,,
136408,818693,EFU,0.54,30,,,,
143580,861554,EFU,0.01,50,,,,
139757,840605,EF0,0.53,10,,,,
137027,831202,EFU,0.1,20,,,,
137027,831204,EFU,0.2,40,,,,
137027,831208,EF2,11,1200,,,,
137342,824380,EF0,2.76,150,,,,
137343,824393,EF0,0.21,100,,,,
137343,824404,EF0,0.14,100,,,,
136408,818707,EFU,0.9,30,,,,
136408,818714,EFU,0.95,30,,,,
135392,836417,EFU,0.02,50,,,,
137027,831210,EFU,0.5,30,,,,
137027,842610,EFU,0.3,30,,,,
136408,818720,EF0,0.57,40,,,,
136408,818721,EF0,1.33,50,,,,
135544,813110,EF0,5.06,500,,,,
135738,815582,EF3,11.15,1000,,,,
135423,812114,EF0,3.1,100,,,,
135883,815468,EF2,11.3,800,,,,
137337,824358,EF0,0.21,50,,,,
137355,828197,EF3,7.26,880,,,,
137032,829978,EF3,1.8,1500,OUN,OK,59,HARPER
136056,816448,EF3,16.66,1200,EAX,KS,103,LEAVENWORTH
137355,827976,EF0,1.17,100,,,,
135739,814521,EF2,3.34,150,DMX,IA,77,GUTHRIE
137027,830792,EFU,0.5,40,,,,
137027,830874,EF0,0.1,20,,,,
137027,830805,EFU,0.5,50,,,,
137027,830823,EFU,1,40,,,,
138274,831658,EF0,2.72,40,,,,
138274,831660,EF0,0.25,50,,,,
138274,831661,EF0,0.68,25,,,,
138272,831666,EF0,0.56,40,,,,
137355,828159,EF3,8.77,440,,,,
137355,827977,EF1,7.07,100,,,,
141891,851809,EF1,3.94,75,,,,
141891,851811,EF0,0.79,50,,,,
137851,829160,EF1,3.54,550,,,,
138234,830800,EF2,5.85,400,,,,
136055,816425,EF1,0.26,100,,,,
137027,830835,EF1,0.3,40,,,,
137027,831175,EF0,0.7,20,,,,
137027,831180,EF0,2.5,75,OUN,OK,103,NOBLE
137027,831188,EF0,0.3,50,,,,
137027,831193,EFU,0.2,30,,,,
137027,831201,EFU,0.5,50,,,,
135883,815470,EF2,13.2,800,,,,
135316,813799,EF1,0.77,100,,,,
137231,823728,EF0,0.74,50,,,,
137355,827983,EFU,0.24,50,,,,
137020,829954,EF1,1.5,30,,,,
135735,814397,EF1,5.13,540,SHV,LA,85,SABINE
137337,824361,EF0,0.19,50,,,,
135738,816381,EF1,21.37,850,,,,
139230,837453,EFU,0.75,10,,,,
137355,827980,EF1,23.75,200,,,,
137035,830341,EF0,0.9,50,,,,
137035,830358,EF0,0.7,50,,,,
136408,818723,EFU,0.66,20,,,,
135721,832930,EFU,0.03,50,,,,
137027,833402,EF1,1.6,100,,,,
135545,813142,EF1,0.26,100,,,,
137045,822626,EF0,0.2,25,,,,
137021,830740,EFU,0.5,30,,,,
137033,830763,EF0,0.5,20,,,,
137035,830766,EFU,0.2,50,,,,
137027,830804,EFU,3.7,150,,,,
137018,829267,EFU,0.5,20,,,,
137018,829271,EFU,0.2,30,,,,
137018,829275,EF0,3.16,50,,,,
135544,813123,EF0,1.02,50,,,,
135544,813134,EF1,1.5,200,,,,
135544,813135,EF0,0.16,50,,,,
136677,820015,EFU,1.97,20,,,,
135423,812115,EF1,2.2,250,,,,
135872,815425,EF0,0.19,50,,,,
141891,851815,EF0,4.01,40,,,,
137035,830307,EF3,2.2,75,,,,
138056,829637,EF1,2.91,600,,,,
137517,826270,EF0,0.06,20,,,,
138153,841439,EF1,7.55,80,,,,
136484,819588,EF1,2.16,80,SHV,LA,49,JACKSON
136872,821628,EF2,6.63,150,,,,
136436,818896,EF1,7.38,300,,,,
138056,829639,EF1,2.6,800,,,,
138056,829640,EF1,2.67,250,,,,
138056,829641,EF1,2.26,50,,,,
138056,829643,EF0,0.23,50,,,,
136056,816436,EF0,1.18,50,TOP,KS,45,DOUGLAS
136056,816440,EF2,9.51,200,,,,
138154,841400,EF1,8.97,100,,,,
135572,813356,EF1,4.1,275,,,,
136484,819589,EF0,1.43,80,,,,
136872,822538,EF3,4.51,225,,,,
136952,824267,EF1,0.54,50,,,,
138056,829644,EF1,2.46,600,,,,
137109,828735,EF0,3.87,200,,,,
137109,828756,EF0,3.72,250,,,,
137109,828758,EF1,0.45,300,,,,
137864,828477,EF2,4.14,1400,AMA,OK,7,BEAVER
142485,855241,EF0,0.22,60,,,,
140556,845064,EF2,0.1,75,,,,
140556,845063,EF2,0.5,440,,,,
140224,843387,EF0,0.01,25,,,,
142806,857061,EF1,1.71,580,,,,
137325,824712,EF1,0.31,750,,,,
138051,829613,EF1,3.08,100,,,,
137565,826415,EF1,0.53,20,,,,
137565,826413,EF3,7.27,100,,,,
137517,826266,EF0,4.24,500,,,,
137109,828760,EF0,3.06,25,,,,
137109,828764,EF0,2.96,100,,,,
137109,828790,EF2,7.24,700,,,,
136571,819453,EF0,1.51,10,,,,
136484,819595,EF1,4.27,75,,,,
136028,816274,EF1,0.97,75,,,,
136872,821603,EF3,1.29,225,MAF,TX,329,MIDLAND
140226,843388,EF0,0.01,25,,,,
140226,843389,EF0,0.01,25,,,,
135681,823651,EFU,1,30,,,,
135681,823653,EFU,3.37,300,,,,
136374,824280,EF1,5.13,35,,,,
138051,829626,EF1,1.08,600,LCH,TX,241,JASPER
138051,829628,EF0,0.22,600,,,,
136436,818899,EF1,0.1,90,SHV,LA,17,CADDO
137565,826417,EF0,0.14,20,,,,
136338,818296,EF1,9.6,50,,,,
137109,828791,EF1,2.33,140,,,,
137109,828792,EF1,3.81,250,,,,
137667,828939,EF1,3.2,200,,,,
137483,826694,EFU,6.4,500,,,,
136484,819111,EF1,2.51,200,,,,
136371,824977,EF0,0.26,30,,,,
136374,824281,EF0,0.07,20,,,,
136550,819559,EF0,1.05,100,,,,
136338,818297,EF1,5.94,50,,,,
137517,826263,EF0,5.39,50,,,,
138153,841443,EF0,1.35,50,,,,
136484,819114,EF1,1.83,200,,,,
136484,819122,EF1,0.89,300,,,,
141962,852334,EF1,3.2,50,,,,
141758,851083,EF0,1.03,100,,,,
137701,827264,EF1,9.83,105,,,,
137701,827267,EF0,0.67,25,,,,
136180,817267,EF1,0.58,118,,,,
137733,827433,EF0,1.17,25,,,,
135792,818628,EF0,1.56,300,,,,
135922,818629,EF1,0.28,100,PHI,PA,11,BERKS
138153,841450,EF0,1.3,75,,,,
138153,841753,EF1,6.24,90,,,,
138153,841754,EF1,3.51,75,,,,
136484,819402,EF1,3.92,80,,,,
142526,855517,EF0,1.63,50,,,,
137703,827279,EF0,0.18,25,,,,
144725,869152,EF1,1.35,50,,,,
137701,827269,EF1,12.62,95,,,,
137701,827273,EF0,0.18,30,ARX,MN,45,FILLMORE
137472,825650,EF1,0.53,30,,,,
142913,857415,EF0,0.1,5,,,,
141721,850901,EF0,0.13,10,,,,
137548,826292,EFU,2.88,50,,,,
137866,828479,EF2,5.76,1400,OUN,OK,45,ELLIS
135923,818369,EF1,0.84,125,,,,
136575,819456,EF0,0.52,10,,,,
141758,851084,EF0,0.53,50,,,,
137701,827266,EF0,3.4,25,ARX,IA,89,HOWARD
137703,827280,EF0,0.21,15,,,,
137703,827277,EF0,6.01,30,,,,
136218,817405,EF1,0.98,240,,,,
135974,818632,EF1,4.93,300,,,,
135982,818633,EF1,2.45,350,,,,
136016,818639,EF0,0.42,50,,,,
136825,820942,EF0,0.73,20,,,,
137203,823553,EF2,4.52,475,,,,
144726,869156,EF3,18.89,880,JAN,MS,85,LINCOLN
137703,827281,EF0,0.19,25,,,,
137517,826259,EF0,0.07,30,,,,
136363,818641,EF0,1.05,50,,,,
136398,818636,EF1,0.72,50,,,,
136484,819415,EF1,2.98,250,,,,
142228,854051,EFU,2.42,30,CYS,WY,15,GOSHEN
142228,854065,EFU,2.38,30,,,,
142228,854139,EFU,3.62,30,CYS,WY,15,GOSHEN
140956,848530,EF0,2.25,250,MPX,WI,17,CHIPPEWA
137933,829418,EF3,17.13,1500,LSX,MO,27,CALLAWAY
137762,827627,EF1,2,200,,,,
136218,817411,EF1,0.22,330,,,,
137517,826269,EF0,1.1,73,,,,
137109,828793,EF0,10.84,300,,,,
136484,819416,EF1,0.81,250,SHV,LA,127,WINN
138153,841756,EF0,1.11,50,,,,
142228,854140,EFU,4.9,30,,,,
142228,854108,EF2,19.12,200,,,,
135850,815236,EF0,0.42,50,,,,
137310,824204,EF0,1.35,50,,,,
136857,821109,EF0,0.16,10,,,,
141324,848778,EF0,1.23,80,,,,
140956,848531,EF3,4.72,725,,,,
140030,842856,EF1,2.54,210,,,,
142241,854009,EFU,0.5,25,,,,
137580,826673,EF1,4.49,100,,,,
137864,828452,EF0,4.47,75,,,,
137864,828454,EF0,0.59,50,,,,
138154,841391,EF0,6.52,50,,,,
138154,841393,EF0,5.42,50,,,,
141224,848408,EF0,0.19,50,,,,
136484,819419,EF1,2.04,250,,,,
136827,832909,EF0,1.17,20,,,,
141988,855389,EF1,3.1,200,,,,
140980,847058,EF0,3.78,75,,,,
136230,817736,EF0,2.41,100,,,,
136072,816586,EF0,2,200,,,,
136072,816724,EF0,4.13,450,,,,
142241,854014,EFU,0.5,25,,,,
142241,854013,EF1,1.2,75,,,,
137573,826535,EF2,10.22,385,RAH,NC,127,NASH
136484,819121,EF1,12.59,500,SHV,LA,17,CADDO
141998,852808,EF0,0.67,50,,,,
137517,826265,EF0,11.49,100,,,,
137576,826564,EF0,0.35,50,,,,
137705,827284,EF0,0.15,10,,,,
138153,841755,EF0,0.72,50,,,,
136484,819436,EF1,7.36,100,,,,
141543,853907,EFU,10.25,20,,,,
142735,857311,EF0,0.63,125,,,,
137573,826537,EF1,6.96,385,,,,
137864,828440,EF0,0.04,20,,,,
135916,815597,EFU,0.1,25,,,,
137734,827436,EF1,0.06,30,,,,
137106,831557,EFU,0.01,10,,,,
137109,828780,EF2,4.01,215,,,,
136484,819441,EF1,0.42,70,,,,
140030,842851,EF1,1.04,90,,,,
137354,824458,EF0,0.23,20,,,,
137354,824461,EF0,0.23,20,,,,
135796,814729,EF0,0.16,25,,,,
137530,826161,EF1,5.53,150,,,,
137474,825654,EF1,10.76,75,,,,
137667,828951,EF0,1.58,75,,,,
137517,826262,EF0,0.03,20,,,,
135707,814261,EF0,0.08,50,,,,
135707,814262,EF0,0.05,50,,,,
142954,857862,EF2,7.02,700,,,,
136484,819446,EF1,4.03,350,,,,
135791,814712,EF1,0.58,85,,,,
140030,842855,EF0,1.33,90,MPX,MN,53,HENNEPIN
137354,824470,EF0,0.29,20,,,,
137354,824473,EF0,0.46,20,,,,
142794,856993,EFU,0.24,10,,,,
137474,825659,EF0,0.04,10,,,,
137477,825662,EF1,1.85,30,,,,
137602,826804,EF0,0.07,20,,,,
137602,826805,EF0,3.34,20,,,,
137107,824901,EF0,0.26,100,,,,
143182,859562,EFU,0.53,20,,,,
136549,819553,EF0,0.97,30,,,,
136549,819554,EF0,3.23,300,,,,
136549,819555,EF0,0.69,30,,,,
136549,819556,EF0,0.84,50,,,,
136484,819451,EF1,1.84,80,SHV,LA,61,LINCOLN
142735,857312,EF1,0.85,200,,,,
137237,823734,EFU,0.07,10,,,,
137477,825679,EF1,7.75,50,,,,
137667,828976,EF1,0.79,125,,,,
137602,826806,EF0,0.3,20,,,,
144130,865247,EF3,5.42,560,JAN,MS,31,COVINGTON
144130,865236,EF1,1.73,200,JAN,MS,129,SMITH
143865,864677,EF0,5.07,50,,,,
144727,869162,EF0,2.29,200,,,,
144130,865248,EF1,0.41,100,,,,
144130,865233,EF3,16.9,1320,,,,
144955,870503,EF0,2.61,60,,,,
144955,870506,EF1,9.26,300,,,,
144955,870578,EF0,2.23,80,,,,
144955,870580,EF1,3.51,150,,,,
137864,828425,EF1,9.11,50,,,,
144970,870526,EF1,2.6,150,JAN,MS,23,CLARKE
144130,865251,EF3,16.52,350,MOB,MS,153,WAYNE
144141,865266,EF1,4.76,400,JAN,MS,79,LEAKE
144141,865267,EF0,0.52,100,JAN,MS,7,ATTALA
144141,865265,EF0,0.84,50,JAN,MS,7,ATTALA
144955,870524,EF2,9.42,250,,,,
144955,870579,EF0,0.33,75,,,,
144568,867939,EF0,0.14,25,,,,
144141,865268,EF0,1.22,50,,,,
143604,861744,EF1,1.11,125,,,,
142955,857865,EF2,11.89,500,,,,
137517,826257,EFU,1.14,100,AMA,TX,195,HANSFORD
143701,862981,EF1,4.79,100,,,,
143363,868437,EF0,1.36,75,,,,
144132,865207,EF0,0.52,200,JAN,MS,21,CLAIBORNE
144130,865252,EF2,32.16,350,MOB,AL,23,CHOCTAW
143605,862106,EF0,7.31,200,,,,
144570,869730,EF0,0.4,50,,,,
144570,869731,EF1,6.56,200,,,,
144570,869732,EF0,0.2,75,,,,
144727,869157,EF2,5.95,350,,,,
144130,865204,EF1,8.35,600,JAN,MS,149,WARREN
144409,866793,EF1,9.91,300,,,,
144141,865276,EF1,3.23,125,,,,
143182,858881,EFU,1.17,25,,,,
144141,865271,EF1,6.6,500,,,,
144141,865272,EF1,7.7,900,,,,
144727,869161,EF1,2.6,300,,,,
144130,865206,EF1,2.83,400,,,,
144130,865222,EF2,4.23,720,,,,
142955,857874,EF1,4.46,75,JAN,MS,129,SMITH
142955,857875,EF0,2.79,50,,,,
136727,820235,EFU,0.09,10,,,,
137517,830289,EFU,1.77,100,,,,
138331,831891,EF0,0.34,50,,,,
144141,865273,EF1,3.82,200,,,,
144141,865274,EF0,2.61,200,,,,
144141,865422,EF0,0.89,150,,,,
144130,865255,EF2,10.39,880,,,,
137864,830292,EF2,7.05,900,AMA,TX,295,LIPSCOMB
137864,828459,EF0,0.71,50,,,,
137864,828460,EF0,0.29,50,,,,
138331,831894,EF0,2,50,,,,
138331,831896,EF0,5.2,75,,,,
143848,864114,EF0,1,160,,,,
144570,869733,EF2,10.97,400,TAE,GA,17,BEN,HILL
144158,865427,EF2,3.56,147,,,,
144570,869734,EF2,9.34,400,,,,
144158,869481,EF3,3.98,550,LCH,LA,115,VERNON
144158,869482,EF3,28.41,550,LCH,LA,79,RAPIDES
143604,862104,EF0,2.86,200,MEG,TN,97,LAUDERDALE
143605,868549,EF0,1.07,200,MEG,TN,167,TIPTON
143605,862105,EF0,2,200,,,,
141836,851381,EF1,3.04,30,,,,
144158,869483,EF3,30.22,525,,,,
137864,828439,EF2,5.78,900,AMA,TX,357,OCHILTREE
138331,831898,EF0,1.51,50,,,,
137864,830295,EF2,4.68,900,,,,
138331,831899,EF0,1.58,50,,,,
143415,860403,EF0,0.25,325,,,,
144727,869158,EF0,1.52,220,BMX,AL,105,PERRY
144130,865210,EF0,3.8,50,JAN,MS,49,HINDS
143675,862175,EF1,10.34,250,SHV,LA,119,WEBSTER
143471,865234,EF1,0.68,75,,,,
143471,865238,EF1,2.9,500,,,,
144130,865212,EF1,18.52,616,,,,
144130,865230,EF0,0.43,50,,,,
144130,865231,EF1,2.45,600,JAN,MS,65,JEFFERSON,DAVIS
143675,862176,EF1,13.47,250,SHV,LA,27,CLAIBORNE
143472,865559,EF0,3.2,50,,,,
144727,869159,EF0,3.83,300,,,,
144727,869160,EF0,3.12,200,,,,
144130,865232,EF2,8.21,600,,,,
144130,865242,EF2,7.44,350,,,,
144130,865245,EF1,6.18,440,,,,
143675,862180,EF1,2.43,250,,,,
144980,870604,EF0,3.76,25,,,,
144980,870614,EF0,3.45,50,,,,
142994,857944,EF1,0.62,115,,,,
143813,863479,EF0,10.09,100,,,,
143813,863484,EF0,8.85,200,,,,
144335,866322,EF0,0.37,60,,,,
139321,837905,EF0,1.18,50,,,,
143956,864077,EF0,0.38,25,,,,
143786,863374,EF0,3.56,100,,,,
143786,863395,EF0,4.5,100,,,,
143272,859389,EF0,0.26,10,,,,
144257,865867,EF0,1.15,40,,,,
144257,865868,EF0,0.48,65,,,,
144257,865869,EF0,2.13,55,,,,
134444,810604,EF0,2.98,300,,,,
134444,810661,EF2,12.83,750,FFC,GA,263,TALBOT
143605,862103,EF0,1.67,200,MEG,AR,93,MISSISSIPPI
139155,836968,EF1,12.27,250,,,,
139155,836969,EF1,2.2,150,,,,
143605,862096,EF1,7.42,250,,,,
137171,823154,EF0,0.01,25,,,,
137526,829296,EF1,1.9,50,,,,
137526,829299,EF2,4.09,150,,,,
137327,830405,EF0,0.3,15,,,,
134444,810595,EF1,1.41,290,,,,
134444,810598,EF0,3.4,300,FFC,GA,225,PEACH
134444,810583,EF1,7.41,900,,,,
134444,810588,EF1,0.55,200,,,,
144283,865998,EF0,0.41,75,,,,
141856,851548,EF0,0.17,10,,,,
137285,824052,EF0,7.59,100,,,,
134444,810576,EF1,3.08,630,,,,
134444,810580,EF0,6.58,630,,,,
139155,836967,EF1,1.2,250,CLE,OH,155,TRUMBULL
143471,865237,EF2,18.58,370,HUN,AL,83,LIMESTONE
136044,828647,EF1,0.09,50,,,,
138567,835215,EF0,3.99,200,,,,
134444,810678,EF3,20.03,750,,,,
134444,805581,EF1,1.15,300,,,,
134444,810567,EF0,3.99,150,,,,
143471,865239,EF1,9.47,50,,,,
143471,865235,EF2,8.18,250,,,,
137286,824053,EF0,0.1,25,,,,
134444,810569,EF0,0.38,100,,,,
134444,810646,EF0,0.95,860,,,,
134444,805575,EF2,3.93,420,FFC,GA,225,PEACH
137526,831595,EF3,4.22,800,IWX,IN,49,FULTON
143471,865243,EF1,1.25,25,,,,
143471,865246,EF0,3.16,37,,,,
134444,810658,EF3,8.88,750,FFC,GA,145,HARRIS
137526,831596,EF3,9.5,800,,,,
137526,831606,EF3,12.76,1200,,,,
134444,805576,EF1,2.73,420,,,,
134444,805579,EF0,1.07,150,,,,
139155,836970,EF0,6,250,,,,
137286,824058,EF0,0.16,25,,,,
137526,829298,EF1,0.58,50,,,,
137327,830402,EF0,0.51,20,,,,
134444,810616,EF1,0.18,85,,,,
138810,834820,EF0,0.43,25,,,,
138810,834821,EF0,4.78,100,,,,
134444,810639,EF2,18.73,860,FFC,GA,307,WEBSTER
134445,805556,EF0,1.68,150,,,,
137873,834817,EF0,0.89,75,,,,
135340,832211,EF0,0.1,30,,,,
138183,830458,EF0,0.88,15,,,,
138567,835226,EF1,3.76,250,,,,
138567,835225,EF1,4.4,440,MPX,MN,25,CHISAGO
137649,841339,EF0,0.29,100,,,,
138567,835216,EF0,0.28,25,,,,
137873,834818,EF1,9.8,600,MPX,WI,5,BARRON
137873,834819,EF1,4.1,600,,,,
136052,817747,EF0,4.18,250,,,,
136052,817748,EF1,5.06,250,ILN,OH,47,FAYETTE
141640,850406,EFU,1.59,25,,,,
138906,835972,EFU,3.33,100,DDC,KS,25,CLARK
136052,817749,EF0,0.71,250,,,,
139359,864743,EFU,2.89,100,,,,
140647,845790,EF0,0.48,25,,,,
143043,858185,EFU,0.02,10,,,,
143043,858186,EFU,0.67,10,,,,
134084,802740,EF0,1.6,100,,,,
141640,850407,EFU,0.76,25,,,,
138626,841278,EF0,1.24,75,,,,
138700,834026,EF1,5.33,250,,,,
138700,842023,EF1,0.31,300,JAN,MS,49,HINDS
138906,835974,EF1,7.71,275,DDC,KS,57,FORD
138700,834027,EF0,0.78,50,,,,
138700,842024,EF1,2.11,400,JAN,MS,163,YAZOO
142910,857460,EF2,0.9,50,,,,
142275,854183,EF1,0.17,80,,,,
142497,855359,EF0,2.82,150,,,,
138972,835897,EFU,0.05,50,,,,
134084,802739,EF0,8.7,50,,,,
138700,842025,EF0,0.86,100,,,,
142537,855816,EF0,1.09,35,,,,
142910,857432,EF0,1.43,20,,,,
137638,828523,EFU,2.56,75,,,,
137638,828526,EFU,0.01,30,,,,
137927,828916,EFU,0.01,30,,,,
137669,827234,EF3,18.01,1760,,,,
137669,827231,EF2,5.04,388,,,,
137669,827076,EF2,17.58,1760,,,,
137669,827374,EF3,5.79,1760,,,,
137669,827376,EF3,7.84,300,,,,
137669,827232,EF1,2.23,550,SJT,TX,253,JONES
137669,880897,EF0,6.43,550,,,,
137927,828917,EFU,0.01,30,,,,
137669,827378,EFU,0.06,50,,,,
137669,827043,EF2,2.08,250,,,,
142677,856476,EF0,0.6,50,,,,
141775,863127,EF0,0.05,25,,,,
139064,836758,EF0,0.12,10,,,,
140548,856840,EFU,0.1,50,,,,
137742,831869,EF0,0.61,50,,,,
137742,831885,EF0,0.53,50,,,,
142801,857022,EF0,0.1,10,,,,
141619,850281,EF1,0.38,75,,,,
142687,856562,EF0,0.1,50,,,,
142687,856563,EF0,0.1,50,,,,
143256,860470,EF0,1.7,1,,,,
139171,837039,EFU,0.96,25,TOP,KS,197,WABAUNSEE
142858,857254,EF1,1.56,80,,,,
136342,818322,EF3,5.9,300,,,,
141890,851783,EF1,6.95,75,,,,
137355,828172,EF1,1.26,440,SGF,MO,169,PULASKI
141891,851828,EF0,1.15,50,,,,
141632,850328,EF1,0.75,350,,,,
136342,818314,EF0,5.9,50,TOP,KS,85,JACKSON
139171,837043,EFU,2.84,50,,,,
139340,838123,EF0,0.65,25,,,,
141891,851830,EF0,0.51,20,,,,
141619,850280,EF0,0.51,150,,,,
142858,857256,EF0,2.58,20,,,,
142858,857252,EF0,3.2,40,,,,
142858,857253,EF0,0.1,10,,,,
142858,857255,EF0,0.19,10,,,,
137806,828158,EF1,0.45,400,SGF,MO,97,JASPER
